Country;Year;fertility;life;population;child_mortality;gdp;region
Macao, China;1966;3.261;67.66;216869;;11337;East Asia & Pacific
Macao, China;1967;2.942;68.062;227256;;12148;East Asia & Pacific
Macao, China;1968;2.647;68.451;237127;;13016;East Asia & Pacific
Macao, China;1969;2.388;68.829;245308;;13947;East Asia & Pacific
Macao, China;1970;2.166;69.198;250995;;14945;East Asia & Pacific
Macao, China;1971;1.98;69.559;253879;;15652;East Asia & Pacific
Macao, China;1972;1.821;69.914;254280;;16555;East Asia & Pacific
Macao, China;1973;1.683;70.264;252843;;17630;East Asia & Pacific
Macao, China;1974;1.568;70.61;250548;;18840;East Asia & Pacific
Macao, China;1975;1.484;70.952;248211;;20157;East Asia & Pacific
Macao, China;1976;1.44;71.289;245913;;21539;East Asia & Pacific
Macao, China;1977;1.441;71.62;243725;;23048;East Asia & Pacific
Macao, China;1978;1.485;71.944;242455;;24617;East Asia & Pacific
Macao, China;1979;1.563;72.261;243067;;25900;East Asia & Pacific
Macao, China;1980;1.665;72.571;246230;25.41;27185;East Asia & Pacific
Macao, China;1981;1.777;72.875;252251;24.24;28326;East Asia & Pacific
Macao, China;1982;1.882;73.172;260913;23.12;28386;East Asia & Pacific
Macao, China;1983;1.966;73.463;271665;22.05;29963;East Asia & Pacific
Macao, China;1984;2.021;73.749;283662;21.03;31151;East Asia & Pacific
Macao, China;1985;2.04;74.03;296210;20.05;30019;East Asia & Pacific
Macao, China;1986;2.019;74.305;309212;19.12;30662;East Asia & Pacific
Macao, China;1987;1.966;74.576;322637;18.23;33648;East Asia & Pacific
Macao, China;1988;1.891;74.842;335931;17.39;34855;East Asia & Pacific
Macao, China;1989;1.798;75.104;348443;16.58;35328;East Asia & Pacific
Macao, China;1990;1.694;75.36;359709;15.81;36984;East Asia & Pacific
Macao, China;1991;1.589;75.611;369493;15.08;37340;East Asia & Pacific
Macao, China;1992;1.487;75.857;377886;14.37;41375;East Asia & Pacific
Macao, China;1993;1.394;76.097;385193;13.71;42708;East Asia & Pacific
Macao, China;1994;1.312;76.331;391906;13.07;43778;East Asia & Pacific
Macao, China;1995;1.242;76.56;398426;12.46;44465;East Asia & Pacific
Macao, China;1996;1.179;76.782;404808;11.88;43547;East Asia & Pacific
Macao, China;1997;1.119;76.999;411050;11.33;42700;East Asia & Pacific
Macao, China;1998;1.057;77.212;417435;10.8;40077;East Asia & Pacific
Macao, China;1999;0.996;77.42;424292;10.3;38504;East Asia & Pacific
Macao, China;2000;0.939;77.627;431867;9.82;40091;East Asia & Pacific
Macao, China;2001;0.891;77.833;440265;9.36;40672;East Asia & Pacific
Macao, China;2002;0.856;78.04;449472;8.92;43688;East Asia & Pacific
Macao, China;2003;0.838;78.248;459456;8.51;48470;East Asia & Pacific
Macao, China;2004;0.836;78.458;470127;8.11;60450;East Asia & Pacific
Macao, China;2005;0.849;78.671;481390;7.73;64277;East Asia & Pacific
Macao, China;2006;0.874;78.886;493267;7.37;71760;East Asia & Pacific
Macao, China;2007;0.906;79.103;505709;7.04;79813;East Asia & Pacific
Macao, China;2008;0.939;79.32;518463;6.72;80191;East Asia & Pacific
Macao, China;2009;0.973;79.538;531195;6.42;79361;East Asia & Pacific
Macao, China;2010;1.003;79.754;543656;6.14;98722;East Asia & Pacific
Macao, China;2011;1.031;79.971;555731;5.86;117188;East Asia & Pacific
Macao, China;2012;1.058;80.186;567441;5.59;125515;East Asia & Pacific
Macao, China;2013;1.083;80.4;578844;5.33;136540;East Asia & Pacific
Macedonia, FYR;1964;3.446;63.06;1462410;157.45;4987;Europe & Central Asia
Macedonia, FYR;1965;3.358;63.642;1481397;150.94;5075;Europe & Central Asia
Macedonia, FYR;1966;3.27;64.216;1498995;144.7;5300;Europe & Central Asia
Macedonia, FYR;1967;3.185;64.775;1515804;138.72;5347;Europe & Central Asia
Macedonia, FYR;1968;3.108;65.313;1532371;132.98;5417;Europe & Central Asia
Macedonia, FYR;1969;3.039;65.824;1549553;127.48;5978;Europe & Central Asia
Macedonia, FYR;1970;2.98;66.301;1567968;122.21;6221;Europe & Central Asia
Macedonia, FYR;1971;2.928;66.736;1587484;113.94;6881;Europe & Central Asia
Macedonia, FYR;1972;2.88;67.128;1607799;106.22;7057;Europe & Central Asia
Macedonia, FYR;1973;2.834;67.473;1629127;99.02;7235;Europe & Central Asia
Macedonia, FYR;1974;2.789;67.772;1651721;92.32;8100;Europe & Central Asia
Macedonia, FYR;1975;2.745;68.02;1675598;86.06;8033;Europe & Central Asia
Macedonia, FYR;1976;2.703;68.212;1701231;80.23;8207;Europe & Central Asia
Macedonia, FYR;1977;2.665;68.354;1728165;74.8;8727;Europe & Central Asia
Macedonia, FYR;1978;2.629;68.461;1754389;69.73;9133;Europe & Central Asia
Macedonia, FYR;1979;2.597;68.548;1777205;65.01;9682;Europe & Central Asia
Macedonia, FYR;1980;2.567;68.639;1794830;61.99;10094;Europe & Central Asia
Macedonia, FYR;1981;2.537;68.763;1806228;56.5;10216;Europe & Central Asia
Macedonia, FYR;1982;2.507;68.935;1812327;55;10229;Europe & Central Asia
Macedonia, FYR;1983;2.474;69.161;1815719;53;10264;Europe & Central Asia
Macedonia, FYR;1984;2.44;69.44;1820117;50.8;10471;Europe & Central Asia
Macedonia, FYR;1985;2.404;69.759;1828148;49.5;10505;Europe & Central Asia
Macedonia, FYR;1986;2.369;70.091;1840767;48.8;10885;Europe & Central Asia
Macedonia, FYR;1987;2.336;70.411;1857034;47.3;10717;Europe & Central Asia
Macedonia, FYR;1988;2.305;70.696;1875387;43.9;10524;Europe & Central Asia
Macedonia, FYR;1989;2.275;70.94;1893409;39.7;10350;Europe & Central Asia
Macedonia, FYR;1990;2.244;71.146;1909353;36.6;9563;Europe & Central Asia
Macedonia, FYR;1991;2.208;71.325;1922774;35;8995;Europe & Central Asia
Macedonia, FYR;1992;2.164;71.496;1934265;33.5;8454;Europe & Central Asia
Macedonia, FYR;1993;2.113;71.674;1944343;31.1;7878;Europe & Central Asia
Macedonia, FYR;1994;2.054;71.867;1953874;27.8;7779;Europe & Central Asia
Macedonia, FYR;1995;1.989;72.077;1963484;24.6;7700;Europe & Central Asia
Macedonia, FYR;1996;1.92;72.304;1973283;21.8;7759;Europe & Central Asia
Macedonia, FYR;1997;1.852;72.541;1982994;19.6;7805;Europe & Central Asia
Macedonia, FYR;1998;1.788;72.78;1992404;18.1;7983;Europe & Central Asia
Macedonia, FYR;1999;1.729;73.017;2001178;16.9;8242;Europe & Central Asia
Macedonia, FYR;2000;1.678;73.244;2009091;16;8543;Europe & Central Asia
Macedonia, FYR;2001;1.635;73.453;2016075;15.2;8229;Europe & Central Asia
Macedonia, FYR;2002;1.598;73.641;2022255;14.5;8314;Europe & Central Asia
Macedonia, FYR;2003;1.567;73.808;2027819;14.2;8473;Europe & Central Asia
Macedonia, FYR;2004;1.54;73.955;2033039;14;8848;Europe & Central Asia
Macedonia, FYR;2005;1.519;74.085;2038109;13.7;9247;Europe & Central Asia
Macedonia, FYR;2006;1.501;74.206;2043091;13.2;9704;Europe & Central Asia
Macedonia, FYR;2007;1.486;74.327;2047922;12.5;10319;Europe & Central Asia
Macedonia, FYR;2008;1.473;74.452;2052524;11.8;10872;Europe & Central Asia
Macedonia, FYR;2009;1.462;74.587;2056769;11;10824;Europe & Central Asia
Macedonia, FYR;2010;1.452;74.731;2060563;9.9;11179;Europe & Central Asia
Macedonia, FYR;2011;1.443;74.884;2063893;8.6;11431;Europe & Central Asia
Macedonia, FYR;2012;1.436;75.041;2066785;7.4;11370;Europe & Central Asia
Macedonia, FYR;2013;1.431;75.198;2069219;6.6;11664;Europe & Central Asia
Madagascar;1964;7.3;41.876;5623161;174.04;2273;Sub-Saharan Africa
Madagascar;1965;7.301;42.351;5764278;165.47;2218;Sub-Saharan Africa
Madagascar;1966;7.304;42.828;5909996;159.77;2218;Sub-Saharan Africa
Madagascar;1967;7.31;43.31;6060590;153.95;2293;Sub-Saharan Africa
Madagascar;1968;7.316;43.796;6216739;148.6;2398;Sub-Saharan Africa
Madagascar;1969;7.322;44.283;6379309;150.2;2436;Sub-Saharan Africa
Madagascar;1970;7.325;44.771;6548922;151.9;2509;Sub-Saharan Africa
Madagascar;1971;7.325;45.257;6725666;153.7;2551;Sub-Saharan Africa
Madagascar;1972;7.318;45.735;6909376;155.7;2463;Sub-Saharan Africa
Madagascar;1973;7.3;46.203;7100076;158.2;2346;Sub-Saharan Africa
Madagascar;1974;7.269;46.656;7297711;161;2339;Sub-Saharan Africa
Madagascar;1975;7.216;47.094;7502097;163.5;2314;Sub-Saharan Africa
Madagascar;1976;7.129;47.517;7713983;165.9;2187;Sub-Saharan Africa
Madagascar;1977;7.008;47.926;7933128;168;2184;Sub-Saharan Africa
Madagascar;1978;6.857;48.317;8157215;170.1;2074;Sub-Saharan Africa
Madagascar;1979;6.687;48.683;8383124;172.2;2218;Sub-Saharan Africa
Madagascar;1980;6.514;49.005;8608964;174.6;2177;Sub-Saharan Africa
Madagascar;1981;6.359;49.26;8833875;177.6;1936;Sub-Saharan Africa
Madagascar;1982;6.24;49.442;9059559;180.3;1850;Sub-Saharan Africa
Madagascar;1983;6.165;49.56;9289882;182.4;1814;Sub-Saharan Africa
Madagascar;1984;6.135;49.634;9530197;183.1;1700;Sub-Saharan Africa
Madagascar;1985;6.146;49.694;9784559;182.4;1691;Sub-Saharan Africa
Madagascar;1986;6.182;49.781;10054543;180.1;1657;Sub-Saharan Africa
Madagascar;1987;6.225;49.932;10339739;176.5;1646;Sub-Saharan Africa
Madagascar;1988;6.256;50.176;10639804;171.7;1626;Sub-Saharan Africa
Madagascar;1989;6.268;50.53;10953663;166.2;1645;Sub-Saharan Africa
Madagascar;1990;6.258;51.003;11280625;160.7;1661;Sub-Saharan Africa
Madagascar;1991;6.225;51.595;11620718;155.8;1510;Sub-Saharan Africa
Madagascar;1992;6.179;52.278;11974724;151.3;1482;Sub-Saharan Africa
Madagascar;1993;6.126;53.022;12343496;147.1;1468;Sub-Saharan Africa
Madagascar;1994;6.066;53.808;12728117;142.9;1422;Sub-Saharan Africa
Madagascar;1995;5.999;54.616;13129227;138.4;1402;Sub-Saharan Africa
Madagascar;1996;5.924;55.43;13547271;133.4;1388;Sub-Saharan Africa
Madagascar;1997;5.841;56.239;13981666;127.7;1394;Sub-Saharan Africa
Madagascar;1998;5.749;57.028;14430739;121.7;1404;Sub-Saharan Africa
Madagascar;1999;5.651;57.782;14892172;115.5;1424;Sub-Saharan Africa
Madagascar;2000;5.548;58.485;15364272;109.2;1446;Sub-Saharan Africa
Madagascar;2001;5.443;59.129;15846412;103.1;1487;Sub-Saharan Africa
Madagascar;2002;5.337;59.717;16338968;97.2;1259;Sub-Saharan Africa
Madagascar;2003;5.233;60.256;16842482;91.5;1342;Sub-Saharan Africa
Madagascar;2004;5.133;60.752;17357913;85.9;1371;Sub-Saharan Africa
Madagascar;2005;5.039;61.212;17885967;80.6;1393;Sub-Saharan Africa
Madagascar;2006;4.952;61.649;18426870;75.4;1421;Sub-Saharan Africa
Madagascar;2007;4.87;62.075;18980391;70.8;1468;Sub-Saharan Africa
Madagascar;2008;4.794;62.503;19546282;66.7;1528;Sub-Saharan Africa
Madagascar;2009;4.722;62.937;20124150;63.3;1426;Sub-Saharan Africa
Madagascar;2010;4.654;63.38;20713819;60.3;1390;Sub-Saharan Africa
Madagascar;2011;4.59;63.83;21315135;57.8;1372;Sub-Saharan Africa
Madagascar;2012;4.528;64.28;21928518;55.5;1374;Sub-Saharan Africa
Madagascar;2013;4.468;64.723;22555046;53.4;1369;Sub-Saharan Africa
Malawi;1964;7.06;38.71;3877813;355.2;391;Sub-Saharan Africa
Malawi;1965;7.101;38.928;3974682;353.5;433;Sub-Saharan Africa
Malawi;1966;7.141;39.179;4074649;351.4;464;Sub-Saharan Africa
Malawi;1967;7.182;39.475;4178378;350.1;496;Sub-Saharan Africa
Malawi;1968;7.222;39.821;4287627;348.3;477;Sub-Saharan Africa
Malawi;1969;7.263;40.214;4404709;345.8;494;Sub-Saharan Africa
Malawi;1970;7.304;40.64;4531280;342;489;Sub-Saharan Africa
Malawi;1971;7.346;41.08;4667889;336.9;545;Sub-Saharan Africa
Malawi;1972;7.389;41.511;4814073;330.3;585;Sub-Saharan Africa
Malawi;1973;7.433;41.919;4969175;322.7;616;Sub-Saharan Africa
Malawi;1974;7.477;42.298;5132087;314.5;639;Sub-Saharan Africa
Malawi;1975;7.518;42.651;5301861;305.8;643;Sub-Saharan Africa
Malawi;1976;7.555;42.99;5481074;296.4;649;Sub-Saharan Africa
Malawi;1977;7.584;43.33;5670199;286.3;662;Sub-Saharan Africa
Malawi;1978;7.605;43.681;5863933;275.9;703;Sub-Saharan Africa
Malawi;1979;7.617;44.044;6055046;265.4;714;Sub-Saharan Africa
Malawi;1980;7.621;44.417;6239898;256.6;698;Sub-Saharan Africa
Malawi;1981;7.619;44.793;6409111;249.4;606;Sub-Saharan Africa
Malawi;1982;7.613;45.161;6567327;245;600;Sub-Saharan Africa
Malawi;1983;7.601;45.51;6741249;243.7;609;Sub-Saharan Africa
Malawi;1984;7.583;45.833;6967388;245.2;612;Sub-Saharan Africa
Malawi;1985;7.549;46.129;7268257;248.2;614;Sub-Saharan Africa
Malawi;1986;7.49;46.399;7661008;250.4;594;Sub-Saharan Africa
Malawi;1987;7.402;46.643;8128340;250.2;554;Sub-Saharan Africa
Malawi;1988;7.287;46.861;8616602;247.4;540;Sub-Saharan Africa
Malawi;1989;7.148;47.043;9051225;242.5;535;Sub-Saharan Africa
Malawi;1990;6.997;47.17;9380892;235.9;540;Sub-Saharan Africa
Malawi;1991;6.85;47.219;9583696;227.8;575;Sub-Saharan Africa
Malawi;1992;6.719;47.182;9681728;219.6;527;Sub-Saharan Africa
Malawi;1993;6.614;47.067;9721620;212.3;576;Sub-Saharan Africa
Malawi;1994;6.536;46.89;9772164;206.4;514;Sub-Saharan Africa
Malawi;1995;6.483;46.671;9883350;201.9;593;Sub-Saharan Africa
Malawi;1996;6.446;46.431;10070605;198.2;625;Sub-Saharan Africa
Malawi;1997;6.411;46.209;10319125;194.6;633;Sub-Saharan Africa
Malawi;1998;6.369;46.044;10612353;189.9;639;Sub-Saharan Africa
Malawi;1999;6.317;45.971;10922265;182.7;640;Sub-Saharan Africa
Malawi;2000;6.254;46.04;11228756;172.8;632;Sub-Saharan Africa
Malawi;2001;6.186;46.292;11529337;160.7;585;Sub-Saharan Africa
Malawi;2002;6.119;46.729;11833102;147.5;580;Sub-Saharan Africa
Malawi;2003;6.058;47.338;12144945;134.9;596;Sub-Saharan Africa
Malawi;2004;6.002;48.1;12472794;124.5;609;Sub-Saharan Africa
Malawi;2005;5.95;48.982;12822587;116.5;609;Sub-Saharan Africa
Malawi;2006;5.899;49.94;13195329;110.5;604;Sub-Saharan Africa
Malawi;2007;5.843;50.92;13589404;105.8;641;Sub-Saharan Africa
Malawi;2008;5.781;51.868;14005113;101.1;674;Sub-Saharan Africa
Malawi;2009;5.712;52.75;14442290;96.5;713;Sub-Saharan Africa
Malawi;2010;5.636;53.536;14900841;92;737;Sub-Saharan Africa
Malawi;2011;5.554;54.213;15380888;85.7;747;Sub-Saharan Africa
Malawi;2012;5.471;54.798;15882815;78.6;740;Sub-Saharan Africa
Malawi;2013;5.389;55.311;16406945;72.6;757;Sub-Saharan Africa
Malaysia;1964;5.808;61.671;9286976;74.7;3338;East Asia & Pacific
Malaysia;1965;5.655;62.175;9569499;71;3491;East Asia & Pacific
Malaysia;1966;5.492;62.66;9844029;67.5;3578;East Asia & Pacific
Malaysia;1967;5.326;63.128;10112042;64.3;3552;East Asia & Pacific
Malaysia;1968;5.165;63.581;10376210;61.3;3774;East Asia & Pacific
Malaysia;1969;5.014;64.02;10640883;58.5;3902;East Asia & Pacific
Malaysia;1970;4.872;64.446;10909353;55.8;4051;East Asia & Pacific
Malaysia;1971;4.737;64.858;11182967;53.1;4252;East Asia & Pacific
Malaysia;1972;4.603;65.258;11461117;50.5;4468;East Asia & Pacific
Malaysia;1973;4.469;65.645;11742976;47.8;5000;East Asia & Pacific
Malaysia;1974;4.337;66.021;12027040;45.2;5255;East Asia & Pacific
Malaysia;1975;4.209;66.385;12312736;42.5;5182;East Asia & Pacific
Malaysia;1976;4.092;66.739;12600292;40;5699;East Asia & Pacific
Malaysia;1977;3.99;67.081;12891897;37.4;6028;East Asia & Pacific
Malaysia;1978;3.906;67.414;13191366;35;6414;East Asia & Pacific
Malaysia;1979;3.839;67.737;13503629;32.7;6785;East Asia & Pacific
Malaysia;1980;3.789;68.051;13832586;30.5;7183;East Asia & Pacific
Malaysia;1981;3.753;68.357;14178739;28.5;7517;East Asia & Pacific
Malaysia;1982;3.725;68.654;14542156;26.6;7779;East Asia & Pacific
Malaysia;1983;3.702;68.943;14925545;24.8;8065;East Asia & Pacific
Malaysia;1984;3.679;69.224;15331937;23.2;8488;East Asia & Pacific
Malaysia;1985;3.656;69.497;15762856;21.8;8198;East Asia & Pacific
Malaysia;1986;3.63;69.763;16220169;20.5;8101;East Asia & Pacific
Malaysia;1987;3.604;70.02;16701745;19.4;8333;East Asia & Pacific
Malaysia;1988;3.576;70.269;17200067;18.4;8860;East Asia & Pacific
Malaysia;1989;3.546;70.511;17704839;17.4;9476;East Asia & Pacific
Malaysia;1990;3.515;70.746;18208562;16.6;10159;East Asia & Pacific
Malaysia;1991;3.485;70.974;18707774;15.8;10832;East Asia & Pacific
Malaysia;1992;3.454;71.197;19204087;15.1;11491;East Asia & Pacific
Malaysia;1993;3.422;71.415;19701263;14.4;12309;East Asia & Pacific
Malaysia;1994;3.385;71.628;20205446;13.8;13107;East Asia & Pacific
Malaysia;1995;3.339;71.836;20720810;13.3;14035;East Asia & Pacific
Malaysia;1996;3.275;72.04;21247102;12.9;15051;East Asia & Pacific
Malaysia;1997;3.19;72.24;21781499;12.4;15749;East Asia & Pacific
Malaysia;1998;3.085;72.435;22322448;11.7;14231;East Asia & Pacific
Malaysia;1999;2.961;72.625;22867698;11;14748;East Asia & Pacific
Malaysia;2000;2.825;72.81;23414909;10.2;15695;East Asia & Pacific
Malaysia;2001;2.683;72.989;23964621;9.5;15443;East Asia & Pacific
Malaysia;2002;2.544;73.162;24515323;8.9;15950;East Asia & Pacific
Malaysia;2003;2.418;73.329;25060184;8.5;16550;East Asia & Pacific
Malaysia;2004;2.307;73.491;25590453;8.3;17342;East Asia & Pacific
Malaysia;2005;2.216;73.652;26100241;8.1;17929;East Asia & Pacific
Malaysia;2006;2.146;73.811;26586287;8;18582;East Asia & Pacific
Malaysia;2007;2.093;73.973;27051142;8;19394;East Asia & Pacific
Malaysia;2008;2.052;74.138;27502008;8;19968;East Asia & Pacific
Malaysia;2009;2.023;74.306;27949395;8.1;19320;East Asia & Pacific
Malaysia;2010;2.002;74.479;28401017;8.3;20398;East Asia & Pacific
Malaysia;2011;1.986;74.656;28859154;8.4;21096;East Asia & Pacific
Malaysia;2012;1.975;74.836;29321798;8.4;21920;East Asia & Pacific
Malaysia;2013;1.964;75.017;29787203;8.4;22589;East Asia & Pacific
Maldives;1964;7.179;38.911;100370;315;1222;South Asia
Maldives;1965;7.201;39.793;102909;306.6;1251;South Asia
Maldives;1966;7.218;40.694;105325;297.9;1280;South Asia
Maldives;1967;7.231;41.595;107659;289;1310;South Asia
Maldives;1968;7.237;42.479;110056;279.8;1341;South Asia
Maldives;1969;7.237;43.334;112714;270.5;1372;South Asia
Maldives;1970;7.227;44.153;115772;260.9;1404;South Asia
Maldives;1971;7.201;44.934;119308;250.5;1446;South Asia
Maldives;1972;7.159;45.69;123266;239.5;1449;South Asia
Maldives;1973;7.103;46.435;127491;227.9;1439;South Asia
Maldives;1974;7.04;47.179;131752;215.9;1486;South Asia
Maldives;1975;6.981;47.938;135895;204.4;1334;South Asia
Maldives;1976;6.941;48.731;139851;193.4;1309;South Asia
Maldives;1977;6.931;49.564;143701;183;1418;South Asia
Maldives;1978;6.953;50.438;147623;173.2;1584;South Asia
Maldives;1979;7.002;51.35;151872;163.9;1706;South Asia
Maldives;1980;7.071;52.285;156626;155.3;1968;South Asia
Maldives;1981;7.146;53.222;161931;147.3;2141;South Asia
Maldives;1982;7.21;54.142;167708;140;2020;South Asia
Maldives;1983;7.245;55.028;173861;133.1;2284;South Asia
Maldives;1984;7.24;55.877;180238;126.6;2817;South Asia
Maldives;1985;7.183;56.69;186720;120.3;3091;South Asia
Maldives;1986;7.064;57.477;193275;114.5;3279;South Asia
Maldives;1987;6.888;58.256;199898;108.9;3461;South Asia
Maldives;1988;6.664;59.04;206522;103.7;3648;South Asia
Maldives;1989;6.397;59.834;213067;98.8;3866;South Asia
Maldives;1990;6.099;60.637;219474;94.1;4363;South Asia
Maldives;1991;5.783;61.443;225709;89.5;4555;South Asia
Maldives;1992;5.461;62.246;231756;85.1;4699;South Asia
Maldives;1993;5.146;63.044;237606;80.4;4850;South Asia
Maldives;1994;4.845;63.843;243256;75.7;5037;South Asia
Maldives;1995;4.56;64.656;248712;70.8;5264;South Asia
Maldives;1996;4.289;65.502;253960;65.8;5602;South Asia
Maldives;1997;4.024;66.39;259002;60.5;6120;South Asia
Maldives;1998;3.763;67.322;263867;55.2;6564;South Asia
Maldives;1999;3.51;68.289;268600;49.8;6950;South Asia
Maldives;2000;3.271;69.279;273236;44.4;7134;South Asia
Maldives;2001;3.055;70.275;277791;39.2;7247;South Asia
Maldives;2002;2.869;71.252;282266;34.3;7540;South Asia
Maldives;2003;2.715;72.188;286665;29.9;8452;South Asia
Maldives;2004;2.596;73.066;290988;28.8;9511;South Asia
Maldives;2005;2.508;73.871;295240;22.8;8619;South Asia
Maldives;2006;2.449;74.593;299419;20.1;10157;South Asia
Maldives;2007;2.41;75.238;303539;17.8;11040;South Asia
Maldives;2008;2.382;75.813;307632;16;12029;South Asia
Maldives;2009;2.36;76.324;311739;14.4;11096;South Asia
Maldives;2010;2.339;76.779;315885;13;11674;South Asia
Maldives;2011;2.314;77.188;320081;11.8;12694;South Asia
Maldives;2012;2.287;77.564;324313;10.7;12637;South Asia
Maldives;2013;2.256;77.919;328551;9.9;13353;South Asia
Mali;1964;6.793;29.097;5522231;435.8;799;Sub-Saharan Africa
Mali;1965;6.816;29.488;5597238;428.5;795;Sub-Saharan Africa
Mali;1966;6.838;29.959;5675700;421.8;811;Sub-Saharan Africa
Mali;1967;6.858;30.496;5757783;415.4;821;Sub-Saharan Africa
Mali;1968;6.875;31.086;5844286;409.8;834;Sub-Saharan Africa
Mali;1969;6.889;31.72;5936162;404.6;813;Sub-Saharan Africa
Mali;1970;6.901;32.388;6034022;400;844;Sub-Saharan Africa
Mali;1971;6.913;33.078;6138428;395.4;855;Sub-Saharan Africa
Mali;1972;6.924;33.782;6249101;390.3;880;Sub-Saharan Africa
Mali;1973;6.937;34.493;6364760;384;839;Sub-Saharan Africa
Mali;1974;6.951;35.205;6483570;376.6;801;Sub-Saharan Africa
Mali;1975;6.966;35.918;6604259;368.3;891;Sub-Saharan Africa
Mali;1976;6.982;36.636;6725776;359.4;990;Sub-Saharan Africa
Mali;1977;6.999;37.364;6848536;350.4;1043;Sub-Saharan Africa
Mali;1978;7.016;38.106;6974443;341.4;1003;Sub-Saharan Africa
Mali;1979;7.031;38.861;7106248;332.9;1227;Sub-Saharan Africa
Mali;1980;7.046;39.628;7245598;324.7;1068;Sub-Saharan Africa
Mali;1981;7.059;40.408;7394730;317;1016;Sub-Saharan Africa
Mali;1982;7.07;41.196;7552338;308.9;943;Sub-Saharan Africa
Mali;1983;7.08;41.981;7712392;300.7;969;Sub-Saharan Africa
Mali;1984;7.088;42.753;7866571;292.6;996;Sub-Saharan Africa
Mali;1985;7.093;43.498;8009705;285;1001;Sub-Saharan Africa
Mali;1986;7.095;44.204;8139016;277.9;1047;Sub-Saharan Africa
Mali;1987;7.092;44.864;8258615;271.3;1048;Sub-Saharan Africa
Mali;1988;7.086;45.467;8378673;265.2;1028;Sub-Saharan Africa
Mali;1989;7.076;46.007;8513337;259.5;1113;Sub-Saharan Africa
Mali;1990;7.062;46.469;8672868;254.4;1100;Sub-Saharan Africa
Mali;1991;7.044;46.84;8861362;250;1095;Sub-Saharan Africa
Mali;1992;7.023;47.127;9076261;246.6;1159;Sub-Saharan Africa
Mali;1993;6.999;47.345;9313042;243.9;1106;Sub-Saharan Africa
Mali;1994;6.973;47.514;9564231;242;1087;Sub-Saharan Africa
Mali;1995;6.947;47.665;9824510;240;1126;Sub-Saharan Africa
Mali;1996;6.921;47.831;10092753;237.9;1132;Sub-Saharan Africa
Mali;1997;6.896;48.04;10371338;235.3;1178;Sub-Saharan Africa
Mali;1998;6.873;48.309;10662517;231.7;1217;Sub-Saharan Africa
Mali;1999;6.853;48.65;10969725;226.4;1265;Sub-Saharan Africa
Mali;2000;6.836;49.061;11295324;219.6;1269;Sub-Saharan Africa
Mali;2001;6.822;49.53;11639798;211.2;1382;Sub-Saharan Africa
Mali;2002;6.811;50.03;12001887;201.8;1397;Sub-Saharan Africa
Mali;2003;6.803;50.538;12380104;191.8;1456;Sub-Saharan Africa
Mali;2004;6.797;51.042;12772264;181.7;1442;Sub-Saharan Africa
Mali;2005;6.796;51.533;13176642;171.8;1483;Sub-Saharan Africa
Mali;2006;6.799;52.006;13592796;162.9;1560;Sub-Saharan Africa
Mali;2007;6.806;52.467;14020786;155.1;1576;Sub-Saharan Africa
Mali;2008;6.817;52.918;14459990;148.3;1602;Sub-Saharan Africa
Mali;2009;6.83;53.358;14909813;142;1622;Sub-Saharan Africa
Mali;2010;6.841;53.788;15369809;136.6;1664;Sub-Saharan Africa
Mali;2011;6.85;54.208;15839538;131.7;1658;Sub-Saharan Africa
Mali;2012;6.852;54.622;16318897;127;1603;Sub-Saharan Africa
Mali;2013;6.847;55.032;16808242;122.7;1589;Sub-Saharan Africa
Malta;1964;2.798;68.839;307119;35.4;2830;Europe & Central Asia
Malta;1965;2.592;69.132;305851;34.3;3015;Europe & Central Asia
Malta;1966;2.401;69.417;304939;33.1;3325;Europe & Central Asia
Malta;1967;2.238;69.695;304369;31.8;3541;Europe & Central Asia
Malta;1968;2.11;69.971;304047;30.5;3885;Europe & Central Asia
Malta;1969;2.023;70.245;303822;29.2;4121;Europe & Central Asia
Malta;1970;1.975;70.515;303607;27.8;4631;Europe & Central Asia
Malta;1971;1.963;70.782;303338;26.5;4780;Europe & Central Asia
Malta;1972;1.975;71.045;303123;25.1;5080;Europe & Central Asia
Malta;1973;1.999;71.304;303243;23.8;5574;Europe & Central Asia
Malta;1974;2.028;71.558;304083;22.6;6092;Europe & Central Asia
Malta;1975;2.056;71.809;305898;21.4;7201;Europe & Central Asia
Malta;1976;2.077;72.057;308788;20.2;8275;Europe & Central Asia
Malta;1977;2.09;72.302;312621;19.2;9040;Europe & Central Asia
Malta;1978;2.097;72.545;317130;18.3;9767;Europe & Central Asia
Malta;1979;2.095;72.786;321925;17.6;10563;Europe & Central Asia
Malta;1980;2.087;73.026;326709;16.9;11200;Europe & Central Asia
Malta;1981;2.075;73.264;331406;16.3;11566;Europe & Central Asia
Malta;1982;2.064;73.499;336046;15.7;11912;Europe & Central Asia
Malta;1983;2.057;73.733;340572;15.1;11996;Europe & Central Asia
Malta;1984;2.054;73.964;344944;14.5;12324;Europe & Central Asia
Malta;1985;2.055;74.192;349135;13.9;12888;Europe & Central Asia
Malta;1986;2.059;74.418;353069;13.3;13253;Europe & Central Asia
Malta;1987;2.064;74.642;356736;12.8;13660;Europe & Central Asia
Malta;1988;2.065;74.864;360256;12.3;14683;Europe & Central Asia
Malta;1989;2.062;75.083;363812;11.8;15750;Europe & Central Asia
Malta;1990;2.054;75.301;367524;11.4;16596;Europe & Central Asia
